ND,149,408,No,No,0,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2,FALSE
IL,131,510,No,No,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,FALSE
SD,119,510,No,No,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,FALSE
AL,112,510,No,No,0,189.4,83,32.2,219,89,18.62,168,116,7.56,7.1,8,1.92,3,FALSE
NV,116,510,No,Yes,35,118,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2,FALSE
LA,94,415,No,No,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3,FALSE
VA,90,408,No,No,0,222,93,37.74,187,103,15.9,282.3,124,12.7,12.4,6,3.35,2,FALSE
DE,114,415,No,Yes,31,222.8,98,37.88,180.5,105,15.34,151.3,101,6.81,13,4,3.51,0,FALSE
CT,63,408,No,Yes,25,190,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,TRUE
CO,130,408,No,No,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,FALSE
MA,122,408,No,Yes,29,195.4,83,33.22,268.2,93,22.8,168,95,7.56,8.4,6,2.27,3,FALSE
OR,166,510,No,No,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,FALSE
WA,62,415,No,No,0,100,98,17,173.5,95,14.75,218,122,9.81,10.1,4,2.73,0,FALSE
SC,78,415,No,Yes,21,160.6,85,27.3,223.1,79,18.96,124,92,5.58,9.5,1,2.57,2,FALSE
IN,148,415,No,Yes,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,FALSE
MD,154,510,No,No,0,154.5,122,26.27,214.2,71,18.21,178,105,8.01,12,2,3.24,3,FALSE
NV,110,408,No,Yes,34,192.3,114,32.69,129.3,114,10.99,136.3,102,6.13,6.3,12,1.7,1,TRUE
TX,75,415,No,No,0,305.1,106,51.87,188,115,15.98,235.4,116,10.59,8.5,5,2.3,0,FALSE
ND,84,408,No,Yes,38,193,106,32.81,153.6,106,13.06,260.4,87,11.72,7.4,5,2,2,FALSE
WV,113,510,No,No,0,72.5,88,12.33,204,112,17.34,117.9,118,5.31,6.6,3,1.78,1,FALSE
CO,181,510,No,Yes,40,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,FALSE
TX,51,415,No,No,0,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10,3,2.7,2,FALSE
FL,102,408,No,Yes,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,FALSE
AL,107,408,No,No,0,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,1,TRUE
WV,88,510,No,No,0,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,5,FALSE
MI,82,415,No,No,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,FALSE
NY,204,415,No,No,0,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6,FALSE
MS,130,510,No,No,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,FALSE
MO,174,510,No,No,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,FALSE
AR,129,415,No,No,0,157,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,FALSE
MS,190,415,Yes,No,0,111.9,55,19.02,223,124,18.96,243.2,81,10.94,10,7,2.7,3,FALSE
NY,54,510,Yes,No,0,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,11.2,8,3.02,3,FALSE
SD,78,408,No,No,0,163.6,88,27.81,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32,0,FALSE
AK,100,415,No,Yes,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,FALSE
WV,70,510,No,Yes,30,143.4,72,24.38,170,92,14.45,127.9,68,5.76,9.4,4,2.54,3,FALSE
SC,111,510,No,No,0,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,FALSE
VA,117,408,No,No,0,97.1,98,16.51,228,131,19.38,240,111,10.8,10.6,3,2.86,1,FALSE
MS,68,415,No,No,0,94.1,93,16,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73,0,TRUE
SD,27,510,No,No,0,226.3,95,38.47,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21,2,FALSE
MN,91,415,No,No,0,133.8,61,22.75,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84,1,FALSE
AL,181,415,No,Yes,27,190.3,93,32.35,249,127,21.17,215.7,82,9.71,10.6,4,2.86,1,FALSE
CO,118,415,No,Yes,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3,FALSE
ME,112,415,No,No,0,185.4,114,31.52,191.4,119,16.27,144,78,6.48,10,11,2.7,2,FALSE
GA,93,415,No,No,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12,4,3.24,0,FALSE
AZ,102,408,No,No,0,158,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0,FALSE
MA,93,415,No,No,0,173,131,29.41,190.4,108,16.18,290,66,13.05,10.4,2,2.81,0,FALSE
AZ,107,415,No,Yes,32,134.2,101,22.81,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1,FALSE
IN,100,415,No,Yes,32,125.2,123,21.28,230.9,101,19.63,192,106,8.64,12.6,9,3.4,3,FALSE
DE,115,415,No,No,0,195.9,111,33.3,227,108,19.3,313.2,113,14.09,13.2,1,3.56,2,FALSE
WI,63,510,No,Yes,13,214.2,61,36.41,181.2,88,15.4,174,68,7.83,10.3,2,2.78,0,FALSE
ME,57,415,No,No,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,FALSE
DC,119,408,No,Yes,26,132,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1,FALSE
GA,73,408,No,No,0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,FALSE
HI,98,408,No,Yes,30,110.3,71,18.75,182.4,108,15.5,183.8,88,8.27,11,8,2.97,2,FALSE
VA,139,415,Yes,No,0,161.5,121,27.46,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0,FALSE
NY,31,408,No,Yes,28,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1,FALSE
PA,129,510,No,Yes,32,211,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1,TRUE
AR,115,415,No,No,0,139.3,89,23.68,192.3,95,16.35,151,75,6.8,9.3,3,2.51,7,TRUE
HI,108,415,No,No,0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14,9,3.78,2,FALSE
DE,139,408,No,No,0,139,110,23.63,132.9,93,11.3,272,120,12.24,12.1,1,3.27,0,FALSE
WV,102,408,No,No,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10,1,2.7,4,FALSE
OK,149,408,No,No,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,FALSE
OR,113,415,No,No,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,FALSE
ND,131,408,No,Yes,33,177.1,100,30.11,194,85,16.49,253.4,124,11.4,5.2,5,1.4,1,FALSE
MO,83,408,No,No,0,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0,FALSE
AR,96,415,No,Yes,21,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2,FALSE
GA,98,408,No,No,0,169.9,77,28.88,138.3,155,11.76,142.6,105,6.42,8.5,7,2.3,1,FALSE
TN,3,415,No,No,0,185,120,31.45,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3,FALSE
MA,77,408,No,Yes,17,204.9,84,34.83,201,102,17.09,219.7,97,9.89,11.3,5,3.05,0,FALSE
ND,75,408,No,Yes,24,225.5,119,38.34,182,108,15.47,270.9,106,12.19,9.4,2,2.54,3,TRUE
IA,40,510,No,No,0,169.7,115,28.85,141.4,123,12.02,253,115,11.39,10.5,3,2.84,4,FALSE
NJ,108,415,No,No,0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,TRUE
MT,100,415,No,No,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,FALSE
AL,16,415,No,No,0,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,FALSE
NY,115,510,No,Yes,16,133.3,110,22.66,185.7,111,15.78,161.5,113,7.27,5.6,4,1.51,2,FALSE
PA,108,510,No,Yes,25,170.7,88,29.02,109.9,113,9.34,165.7,99,7.46,8.7,1,2.35,3,FALSE
VT,107,510,No,No,0,189.7,76,32.25,156.1,65,13.27,244,91,10.98,8.3,3,2.24,5,TRUE
NC,161,415,No,No,0,322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,2,FALSE
CT,147,415,No,No,0,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2,FALSE
MO,107,415,No,No,0,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3,FALSE
WV,120,510,No,No,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,FALSE
NJ,107,408,No,Yes,36,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1,FALSE
AK,58,510,No,No,0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3,FALSE
LA,91,408,No,No,0,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2,FALSE
AL,13,415,No,No,0,143.1,139,24.33,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92,2,TRUE
IN,104,408,No,No,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,FALSE
MA,93,415,No,Yes,31,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1,FALSE
DE,95,510,No,No,0,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2,FALSE
SC,104,415,No,No,0,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,10,4,2.7,3,TRUE
NH,35,408,No,No,0,138.1,115,23.48,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,5,FALSE
LA,62,415,No,No,0,186.8,94,31.76,207.6,92,17.65,195,98,8.78,8.8,4,2.38,3,FALSE
MS,143,510,No,No,0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,FALSE
NM,62,415,No,No,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,TRUE
WA,60,415,Yes,No,0,205.9,97,35,277.4,117,23.58,202,139,9.09,11,2,2.97,0,FALSE
SC,41,510,No,No,0,207.2,138,35.22,214.1,83,18.2,193,105,8.69,11.9,4,3.21,1,FALSE
MT,34,415,No,Yes,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,FALSE
ME,56,408,No,No,0,221.9,112,37.72,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,0,FALSE
NM,183,415,No,No,0,190,100,32.3,246.6,78,20.96,304.2,107,13.69,9.5,4,2.57,1,FALSE
AZ,94,415,No,No,0,220.8,111,37.54,156.2,67,13.28,187.9,89,8.46,10.5,4,2.84,2,FALSE
CT,73,415,No,Yes,47,173.7,117,29.53,204,114,17.34,174.6,94,7.86,6.3,3,1.7,2,FALSE
IL,123,408,No,No,0,114.8,94,19.52,150,104,12.75,268.6,119,12.09,9.6,4,2.59,2,FALSE
IN,64,408,No,No,0,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3,TRUE
AR,127,415,Yes,No,0,143.2,60,24.34,179.5,159,15.26,171.8,122,7.73,6.2,4,1.67,4,FALSE
RI,33,415,No,No,0,184.4,111,31.35,203.8,110,17.32,237.4,100,10.68,9.3,5,2.51,3,FALSE
ND,27,415,No,No,0,227.4,67,38.66,248,115,21.08,61.4,109,2.76,7.8,6,2.11,1,FALSE
NH,123,408,No,No,0,224,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0,FALSE
NV,148,510,No,No,0,216.2,95,36.75,185.7,105,15.78,300,143,13.5,10,5,2.7,2,FALSE
UT,81,415,No,No,0,129.9,121,22.08,230.1,105,19.56,140.5,123,6.32,13.3,3,3.59,0,FALSE
NC,122,510,No,Yes,30,230.1,108,39.12,287.6,76,24.45,177.1,85,7.97,6.9,3,1.86,2,FALSE
MI,52,415,No,No,0,204.4,97,34.75,273.2,128,23.22,179.6,118,8.08,11,5,2.97,1,FALSE
WI,91,408,No,Yes,44,216.6,101,36.82,173.1,98,14.71,242.1,95,10.89,9.1,3,2.46,1,TRUE
AR,54,415,No,No,0,247.5,85,42.08,225.4,93,19.16,244.3,132,10.99,10.2,2,2.75,2,FALSE
NH,152,510,No,No,0,228.1,93,38.78,136.4,106,11.59,197.3,107,8.88,9,2,2.43,1,TRUE
TX,201,415,No,No,0,225.9,110,38.4,299.1,86,25.42,251.3,81,11.31,11.2,4,3.02,1,TRUE
ID,78,415,No,No,0,103.5,115,17.6,117.9,102,10.02,201,94,9.05,12,3,3.24,4,FALSE
CT,67,415,No,No,0,115.5,70,19.64,252.2,143,21.44,208.9,91,9.4,7.5,6,2.03,0,FALSE
NH,100,408,No,No,0,218.8,125,37.2,148.3,102,12.61,277.8,97,12.5,9.7,6,2.62,1,FALSE
WY,41,510,No,No,0,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32,3,FALSE
OR,133,415,No,No,0,143.8,71,24.45,184,131,15.64,275.5,132,12.4,12.9,4,3.48,3,FALSE
SC,36,408,No,Yes,43,29.9,123,5.08,129.1,117,10.97,325.9,105,14.67,8.6,6,2.32,2,FALSE
MD,51,510,No,Yes,28,276.7,121,47.04,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0,FALSE
NY,122,415,No,No,0,141.4,128,24.04,146.4,70,12.44,123,75,5.54,8.1,4,2.19,0,FALSE
NM,84,408,No,Yes,41,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,FALSE
LA,91,415,No,No,0,190.5,128,32.39,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73,0,FALSE
UT,110,408,No,No,0,192.6,102,32.74,178.9,118,15.21,214.6,74,9.66,9.4,4,2.54,1,FALSE
AL,91,408,Yes,No,0,151.8,115,25.81,103.6,116,8.81,156.3,86,7.03,12.2,4,3.29,1,FALSE
DE,121,408,No,No,0,215.6,74,36.65,192.9,98,16.4,144,103,6.48,10.1,4,2.73,5,FALSE
WV,109,415,No,No,0,180,100,30.6,229,103,19.47,139.4,105,6.27,7.8,8,2.11,3,FALSE
KY,95,510,No,No,0,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2,FALSE
NC,72,415,No,No,0,196.5,88,33.41,158.6,129,13.48,269.3,118,12.12,6.8,3,1.84,0,FALSE
WV,73,415,No,No,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0,FALSE
AZ,108,415,No,No,0,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54,3,FALSE
WV,58,408,No,Yes,39,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1,FALSE
ND,148,415,Yes,No,0,218.7,111,37.18,155.6,133,13.23,277.4,62,12.48,8.2,5,2.21,1,TRUE
WA,76,510,Yes,No,0,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0,TRUE
ID,103,415,No,No,0,174.7,151,29.7,148,56,12.58,168.2,109,7.57,15.8,3,4.27,6,FALSE
CT,87,415,No,No,0,240,83,40.8,134.1,106,11.4,189.1,84,8.51,9.3,2,2.51,0,FALSE
OK,35,510,No,Yes,37,181.2,76,30.8,177.6,98,15.1,228,136,10.26,5,3,1.35,2,FALSE
IA,88,415,No,No,0,113.7,67,19.33,165.1,127,14.03,141.5,142,6.37,10.8,3,2.92,1,FALSE
NE,67,415,No,Yes,41,174.7,86,29.7,160.6,93,13.65,155.3,108,6.99,13.4,1,3.62,0,FALSE
ID,77,510,No,Yes,29,211.1,89,35.89,223.5,97,19,148.4,106,6.68,9.7,9,2.62,2,FALSE
OR,124,510,No,No,0,169.3,108,28.78,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,1,FALSE
SD,30,415,No,No,0,247.4,107,42.06,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,0,FALSE
DE,53,415,No,Yes,32,131.2,63,22.3,227.4,125,19.33,178.9,105,8.05,12.8,2,3.46,2,FALSE
WA,152,510,No,No,0,161.4,84,27.44,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19,1,FALSE
CT,100,510,Yes,No,0,107.2,98,18.22,86.8,122,7.38,156.2,117,7.03,9.7,4,2.62,1,FALSE
MN,59,408,No,Yes,32,211.9,120,36.02,202.9,136,17.25,213.5,95,9.61,8.8,5,2.38,1,FALSE
WA,143,510,No,No,0,160.4,120,27.27,285.9,104,24.3,182.5,85,8.21,6.9,4,1.86,3,FALSE
PA,142,510,No,Yes,40,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,FALSE
ID,105,408,No,No,0,232.6,96,39.54,253.4,117,21.54,154,101,6.93,10.5,9,2.84,1,TRUE
MS,111,408,No,No,0,294.7,90,50.1,294.6,72,25.04,260.1,121,11.7,10.8,3,2.92,1,FALSE
WA,143,510,No,No,0,133.4,107,22.68,223.9,117,19.03,180.4,85,8.12,10.2,13,2.75,1,FALSE
DC,93,408,No,Yes,22,306.2,123,52.05,189.7,83,16.12,240.3,107,10.81,11.7,2,3.16,0,FALSE
KY,79,415,No,No,0,236.8,135,40.26,186.4,87,15.84,126.9,112,5.71,10.4,5,2.81,2,TRUE
OH,68,415,Yes,Yes,24,125.7,92,21.37,275.9,98,23.45,214.5,108,9.65,14.2,6,3.83,3,FALSE
TN,93,510,Yes,No,0,168.4,114,28.63,276,127,23.46,196.2,48,8.83,11.4,3,3.08,1,FALSE
ID,103,415,No,No,0,70.9,134,12.05,134.5,112,11.43,168.8,164,7.6,12,6,3.24,2,FALSE
WV,144,510,No,Yes,38,105,86,17.85,121.8,123,10.35,221.5,122,9.97,3.7,4,1,0,FALSE
WI,93,415,No,No,0,152.1,141,25.86,215.5,107,18.32,262.4,111,11.81,12,7,3.24,1,FALSE
OK,149,510,Yes,No,0,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3,FALSE
WV,23,510,No,Yes,31,156.6,84,26.62,161.5,96,13.73,294.6,107,13.26,9.4,6,2.54,1,FALSE
SD,221,510,No,Yes,24,180.5,85,30.69,224.1,92,19.05,205.7,103,9.26,2.4,3,0.65,0,FALSE
KS,164,510,No,Yes,30,238.8,100,40.6,230,121,19.55,206.3,66,9.28,13.2,8,3.56,1,FALSE
NC,104,415,No,Yes,18,182.1,66,30.96,213.6,65,18.16,193,108,8.69,13.4,9,3.62,2,FALSE
NY,150,415,No,Yes,35,139.6,72,23.73,332.8,170,28.29,213.8,105,9.62,8.8,2,2.38,2,FALSE
WI,184,408,No,Yes,12,200.3,76,34.05,253.6,105,21.56,149.3,93,6.72,10.2,5,2.75,0,FALSE
SC,88,408,No,No,0,153.5,94,26.1,251.7,118,21.39,182.2,99,8.2,8.5,6,2.3,1,FALSE
UT,61,415,Yes,Yes,29,128.2,119,21.79,171.7,83,14.59,250.9,114,11.29,11.7,6,3.16,3,FALSE
NC,110,408,No,No,0,159.5,145,27.12,202.3,101,17.2,256,96,11.52,16.7,2,4.51,2,TRUE
IN,115,415,No,No,0,226.4,101,38.49,276.8,60,23.53,213.4,82,9.6,12.3,4,3.32,3,FALSE
AR,33,408,No,No,0,251.9,81,42.82,194.6,96,16.54,211.2,87,9.5,8.4,3,2.27,2,TRUE
ME,100,510,No,No,0,264.5,117,44.97,194,111,16.49,262.7,111,11.82,7.5,4,2.03,2,FALSE
NY,209,415,No,No,0,153.7,105,26.13,188.6,87,16.03,200.8,95,9.04,10.7,2,2.89,0,FALSE
OR,27,510,No,No,0,232.1,81,39.46,210.8,101,17.92,165.4,87,7.44,15,6,4.05,5,FALSE
IL,117,415,No,No,0,201.9,86,34.32,212.3,96,18.05,176.9,98,7.96,7.8,10,2.11,1,FALSE
MA,87,408,No,No,0,186.9,79,31.77,182.6,105,15.52,143.1,90,6.44,4.2,14,1.13,1,FALSE
CT,129,510,No,Yes,27,196.6,89,33.42,180.6,95,15.35,245,83,11.03,6.6,5,1.78,1,FALSE
